From,Server Type,Storage Type,Response Type,Test Name,Custom,Req/Connections,Connections,Completed,Failed,Total Time (s),Total transferred (bytes),req/sec,msec/req,msec/req concurrent,KB/sec,Connect mean (ms),Connect std (ms),Processing mean (ms),Processing std (ms),Waiting mean (ms),Waiting std (ms),Total mean (ms),Total std (ms),URL
localhost,m1.large,local,PNG,Hillshade,256x256,500,20,500,0,52.434,18210500,9.54,2097.379,104.869,339.16,14,12.8,2059,290.5,1972,288.6,2073,290.3,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/hillshade-con/local_rast1-small/5/true
localhost,m1.large,local,PNG,Hillshade,256x256,500,20,500,0,44.959,17181500,11.12,1798.351,89.918,373.2,15,14.4,1760,265.2,1692,262.9,1775,266.3,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/hillshade/local_rast1-small/5/true
localhost,m1.small,cache,PNG,Weighted Overlay,256x256,500,20,500,0,40.505,19848500,12.34,1620.205,81.01,478.54,40,36.5,1563,420.1,1401,415.7,1603,420.5,http://ec2-23-22-95-244.compute-1.amazonaws.com:8000/wo/cache_rast1-small/cache_rast2-small/3/7/true
localhost,m1.small,cache,Text,Weighted Overlay,256x256,500,20,500,133,38.822,54025,12.88,1552.872,77.644,1.36,22,29.7,1515,475.6,1513,472.9,1537,477,http://ec2-23-22-95-244.compute-1.amazonaws.com:8000/wo/cache_rast1-small/cache_rast2-small/3/7/false
localhost,m1.small,cache,Text,Weighted Overlay,1408x1408,500,20,500,389,790.422,54864,0.63,31616.891,1580.845,0.07,21,28.3,31224,3933.8,31220,3934.2,31245,3934.9,http://ec2-23-22-95-244.compute-1.amazonaws.com:8000/wo/cache_rast1-med/cache_rast2-med/3/7/false
localhost,m1.small,local,PNG,Weighted Overlay,256x256,500,20,500,0,40.307,19848500,12.4,1612.288,80.614,480.89,36,33.7,1556,450.7,1400,438.4,1592,452.3,http://ec2-23-22-95-244.compute-1.amazonaws.com:8000/wo/local_rast1-small/local_rast2-small/3/7/true
localhost,m1.small,local,Text,Weighted Overlay,256x256,500,20,500,138,38.046,54029,13.14,1521.828,76.091,1.39,24,30.5,1481,521,1479,520.2,1505,520.7,http://ec2-23-22-95-244.compute-1.amazonaws.com:8000/wo/local_rast1-small/local_rast2-small/3/7/false
localhost,m1.small,local,Text,Weighted Overlay,1408x1408,500,20,500,403,783.151,54879,0.64,31326.05,1566.302,0.07,23,30.5,30950,3783.1,30948,3782.7,30973,3784,http://ec2-23-22-95-244.compute-1.amazonaws.com:8000/wo/local_rast1-med/local_rast2-med/3/7/false
localhost,m1.small,cache,PNG,Hillshade,256x256,500,20,500,0,215.32,18210500,2.32,8612.818,430.641,82.59,32,35.5,8477,1162.7,8197,1120.4,8508,1162,http://ec2-23-22-95-244.compute-1.amazonaws.com:8000/hillshade-con/cache_rast1-small/5/true
localhost,m1.small,cache,PNG,Hillshade,256x256,500,20,500,0,182.732,17181500,2.74,7309.266,365.463,91.82,30,34.6,7191,1263.8,6965,1263.4,7221,1265.4,http://ec2-23-22-95-244.compute-1.amazonaws.com:8000/hillshade/cache_rast1-small/5/true
localhost,m1.small,local,PNG,Hillshade,256x256,500,20,500,0,216.821,18210500,2.31,8672.859,433.643,82.02,34,34.5,8539,1202.6,8278,1176.2,8573,1205.1,http://ec2-23-22-95-244.compute-1.amazonaws.com:8000/hillshade-con/local_rast1-small/5/true
localhost,m1.small,local,PNG,Hillshade,256x256,500,20,500,0,182.578,17181500,2.74,7303.127,365.156,91.9,26,31.9,7185,1338,6974,1326.2,7210,1337,http://ec2-23-22-95-244.compute-1.amazonaws.com:8000/hillshade/local_rast1-small/5/true
localhost,m1.large,cache,PNG,Weighted Overlay,256x256,500,20,500,0,18.241,19848500,27.41,729.647,36.482,1062.61,126,342.5,574,682.9,118,169.1,701,751.1,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/wo/cache_rast1-small/cache_rast2-small/3/7/true
localhost,m1.large,cache,Text,Weighted Overlay,256x256,500,20,500,278,8.552,53729,58.46,342.093,17.105,6.14,14,13.9,324,89.8,324,89.8,337,91.1,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/wo/cache_rast1-small/cache_rast2-small/3/7/false
localhost,m1.large,cache,Text,Weighted Overlay,1408x1408,500,20,500,47,186.618,54449,2.68,7464.721,373.236,0.28,14,14.7,7361,950.3,7361,950.3,7376,950.9,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/wo/cache_rast1-med/cache_rast2-med/3/7/false
localhost,m1.large,local,PNG,Weighted Overlay,256x256,500,20,500,0,18.675,19848500,26.77,746.98,37.349,1037.96,128,373,565,759.8,121,373.9,694,859.8,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/wo/local_rast1-small/local_rast2-small/3/7/true
localhost,m1.large,local,Text,Weighted Overlay,256x256,500,20,500,230,8.648,53743,57.81,345.931,17.297,6.07,13,14.1,327,83.7,327,83.7,341,81.9,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/wo/local_rast1-small/local_rast2-small/3/7/false
localhost,m1.large,local,Text,Weighted Overlay,1408x1408,500,20,500,57,187.809,54428,2.66,7512.36,375.618,0.28,14,14.3,7415,986,7414,986.3,7429,986.6,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/wo/local_rast1-med/local_rast2-med/3/7/false
localhost,m1.large,cache,PNG,Hillshade,256x256,500,20,500,0,52.42,18210500,9.54,2096.785,104.839,339.26,14,13.9,2057,301.6,1973,286.3,2071,301.3,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/hillshade-con/cache_rast1-small/5/true
localhost,m1.large,cache,PNG,Hillshade,256x256,500,20,500,0,45.002,17181500,11.11,1800.08,90.004,372.85,14,13.3,1761,285.8,1694,283,1775,285.5,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/hillshade/cache_rast1-small/5/true
localhost,m1.large,local,PNG,Hillshade,256x256,500,20,500,0,52.286,18210500,9.56,2091.433,104.572,340.12,16,16.7,2049,285.3,1968,278.8,2065,284.7,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/hillshade-con/local_rast1-small/5/true
localhost,m1.large,local,PNG,Hillshade,256x256,500,20,500,0,44.933,17181500,11.13,1797.311,89.866,373.42,15,14.6,1761,291.1,1695,293,1775,290.9,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/hillshade/local_rast1-small/5/true
localhost,m1.small,cache,PNG,Weighted Overlay,256x256,500,20,500,0,39.93,19848500,12.52,1597.212,79.861,485.43,33,32.3,1534,400.4,1369,394.3,1567,399.8,http://ec2-23-22-95-244.compute-1.amazonaws.com:8000/wo/cache_rast1-small/cache_rast2-small/3/7/true
localhost,m1.small,cache,Text,Weighted Overlay,256x256,500,20,500,136,38.458,54031,13,1538.3,76.915,1.37,23,30.1,1492,497.3,1490,495.6,1515,499.3,http://ec2-23-22-95-244.compute-1.amazonaws.com:8000/wo/cache_rast1-small/cache_rast2-small/3/7/false
localhost,m1.small,cache,Text,Weighted Overlay,1408x1408,500,20,500,111,789.33,54869,0.63,31573.187,1578.659,0.07,23,30.9,31177,3694.6,31172,3693.8,31201,3696.6,http://ec2-23-22-95-244.compute-1.amazonaws.com:8000/wo/cache_rast1-med/cache_rast2-med/3/7/false
localhost,m1.small,local,PNG,Weighted Overlay,256x256,500,20,500,0,39.587,19848500,12.63,1583.491,79.175,489.63,39,54.8,1526,367.4,1364,357.7,1565,370.1,http://ec2-23-22-95-244.compute-1.amazonaws.com:8000/wo/local_rast1-small/local_rast2-small/3/7/true
localhost,m1.small,local,Text,Weighted Overlay,256x256,500,20,500,125,36.995,54016,13.52,1479.818,73.991,1.43,22,30.6,1436,492.1,1436,492.1,1458,494.3,http://ec2-23-22-95-244.compute-1.amazonaws.com:8000/wo/local_rast1-small/local_rast2-small/3/7/false
localhost,m1.small,local,Text,Weighted Overlay,1408x1408,500,20,500,404,789.817,54870,0.63,31592.663,1579.633,0.07,25,31.9,31216,3892.9,31214,3891.6,31241,3886.4,http://ec2-23-22-95-244.compute-1.amazonaws.com:8000/wo/local_rast1-med/local_rast2-med/3/7/false
localhost,m1.small,cache,PNG,Hillshade,256x256,500,20,500,0,214.72,18210500,2.33,8588.818,429.441,82.82,30,33.6,8462,1172.3,8171,1129,8492,1170.8,http://ec2-23-22-95-244.compute-1.amazonaws.com:8000/hillshade-con/cache_rast1-small/5/true
localhost,m1.small,cache,PNG,Hillshade,256x256,500,20,500,0,181.784,17181500,2.75,7271.344,363.567,92.3,31,35,7151,1342.4,6927,1322.1,7182,1343.7,http://ec2-23-22-95-244.compute-1.amazonaws.com:8000/hillshade/cache_rast1-small/5/true
localhost,m1.small,local,PNG,Hillshade,256x256,500,20,500,0,215.201,18210500,2.32,8608.059,430.403,82.64,29,34,8481,1240.3,8211,1213.2,8510,1239.2,http://ec2-23-22-95-244.compute-1.amazonaws.com:8000/hillshade-con/local_rast1-small/5/true
localhost,m1.small,local,PNG,Hillshade,256x256,500,20,500,0,181.224,17181500,2.76,7248.962,362.448,92.59,27,32.2,7130,1319.8,6909,1307.4,7156,1320.6,http://ec2-23-22-95-244.compute-1.amazonaws.com:8000/hillshade/local_rast1-small/5/true
localhost,m1.large,cache,PNG,Weighted Overlay,256x256,500,20,500,0,22.05,19848500,22.68,882.007,44.1,879.05,108,297.8,588,1019.9,95,111,696,1111.3,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/wo/cache_rast1-small/cache_rast2-small/3/7/true
localhost,m1.large,cache,Text,Weighted Overlay,256x256,500,20,500,473,8.743,53717,57.19,349.716,17.486,6,14,13.7,331,95.3,331,95.3,345,96.3,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/wo/cache_rast1-small/cache_rast2-small/3/7/false
localhost,m1.large,cache,Text,Weighted Overlay,1408x1408,500,20,500,449,183.586,54441,2.72,7343.423,367.171,0.29,14,13.6,7246,976.8,7245,976.8,7260,977.4,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/wo/cache_rast1-med/cache_rast2-med/3/7/false
localhost,m1.large,local,PNG,Weighted Overlay,256x256,500,20,500,0,17.736,19848500,28.19,709.447,35.472,1092.87,143,491.4,554,579.2,94,149.7,697,768.8,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/wo/local_rast1-small/local_rast2-small/3/7/true
localhost,m1.large,local,Text,Weighted Overlay,256x256,500,20,500,264,8.585,53692,58.24,343.407,17.17,6.11,13,12.5,322,98.7,322,98.8,334,98.2,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/wo/local_rast1-small/local_rast2-small/3/7/false
localhost,m1.large,local,Text,Weighted Overlay,1408x1408,500,20,500,40,185.064,54456,2.7,7402.542,370.127,0.29,14,12.6,7302,932.6,7302,932.5,7315,933.1,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/wo/local_rast1-med/local_rast2-med/3/7/false
localhost,m1.large,cache,PNG,Hillshade,256x256,500,20,500,0,52.656,18210500,9.5,2106.234,105.312,337.73,16,15.9,2063,288.6,1973,279.5,2079,287.2,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/hillshade-con/cache_rast1-small/5/true
localhost,m1.large,cache,PNG,Hillshade,256x256,500,20,500,0,45.407,17181500,11.01,1816.281,90.814,369.52,14,12.7,1775,277.5,1708,272.4,1789,276.9,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/hillshade/cache_rast1-small/5/true
localhost,m1.large,local,PNG,Hillshade,256x256,500,20,500,0,53.163,18210500,9.41,2126.528,106.326,334.51,17,46.5,2073,278.9,1993,268.1,2090,281.9,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/hillshade-con/local_rast1-small/5/true
localhost,m1.large,local,PNG,Hillshade,256x256,500,20,500,0,44.99,17181500,11.11,1799.589,89.979,372.95,16,46.5,1762,276.5,1680,271.3,1778,279.7,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/hillshade/local_rast1-small/5/true
localhost,m1.small,cache,PNG,Weighted Overlay,256x256,500,20,500,0,38.661,19848500,12.93,1546.457,77.323,501.36,35,33.2,1493,415.2,1330,409.8,1528,413.5,http://ec2-23-22-95-244.compute-1.amazonaws.com:8000/wo/cache_rast1-small/cache_rast2-small/3/7/true
localhost,m1.small,cache,Text,Weighted Overlay,256x256,500,20,500,127,37.221,54021,13.43,1488.855,74.443,1.42,25,33,1442,507.1,1440,506.6,1466,508.4,http://ec2-23-22-95-244.compute-1.amazonaws.com:8000/wo/cache_rast1-small/cache_rast2-small/3/7/false
localhost,m1.small,cache,Text,Weighted Overlay,1408x1408,500,20,500,411,785.633,54889,0.64,31425.327,1571.266,0.07,23,30.2,31015,3676.7,31010,3675.6,31038,3678.1,http://ec2-23-22-95-244.compute-1.amazonaws.com:8000/wo/cache_rast1-med/cache_rast2-med/3/7/false
localhost,m1.small,local,PNG,Weighted Overlay,256x256,500,20,500,0,38.729,19848500,12.91,1549.163,77.458,500.48,39,35.6,1494,402.1,1341,393.9,1533,402.4,http://ec2-23-22-95-244.compute-1.amazonaws.com:8000/wo/local_rast1-small/local_rast2-small/3/7/true
localhost,m1.small,local,Text,Weighted Overlay,256x256,500,20,500,121,37.017,54023,13.51,1480.694,74.035,1.43,24,31.7,1438,465.7,1438,465.7,1462,466,http://ec2-23-22-95-244.compute-1.amazonaws.com:8000/wo/local_rast1-small/local_rast2-small/3/7/false
localhost,m1.small,local,Text,Weighted Overlay,1408x1408,500,20,500,105,786.19,54879,0.64,31447.588,1572.379,0.07,22,30.9,31050,3909.7,31047,3908.1,31072,3912.3,http://ec2-23-22-95-244.compute-1.amazonaws.com:8000/wo/local_rast1-med/local_rast2-med/3/7/false
localhost,m1.small,cache,PNG,Hillshade,256x256,500,20,500,0,214.807,18210500,2.33,8592.289,429.614,82.79,32,35.4,8465,1193.3,8186,1164.9,8498,1192.6,http://ec2-23-22-95-244.compute-1.amazonaws.com:8000/hillshade-con/cache_rast1-small/5/true
localhost,m1.small,cache,PNG,Hillshade,256x256,500,20,500,0,182.526,17181500,2.74,7301.042,365.052,91.93,28,34.1,7170,1331.9,6940,1312.2,7198,1331.3,http://ec2-23-22-95-244.compute-1.amazonaws.com:8000/hillshade/cache_rast1-small/5/true
localhost,m1.small,local,PNG,Hillshade,256x256,500,20,500,0,217.923,18210500,2.29,8716.934,435.847,81.61,32,36,8592,1176.1,8316,1161.7,8624,1175.5,http://ec2-23-22-95-244.compute-1.amazonaws.com:8000/hillshade-con/local_rast1-small/5/true
localhost,m1.small,local,PNG,Hillshade,256x256,500,20,500,0,183.876,17181500,2.72,7355.02,367.751,91.25,24,30.2,7233,1254,7012,1249,7257,1254.6,http://ec2-23-22-95-244.compute-1.amazonaws.com:8000/hillshade/local_rast1-small/5/true
localhost,m1.large,cache,PNG,Weighted Overlay,256x256,500,20,500,0,17.552,19848500,28.49,702.092,35.105,1104.32,129,375.5,557,524.7,102,130.4,686,632.9,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/wo/cache_rast1-small/cache_rast2-small/3/7/true
localhost,m1.large,cache,Text,Weighted Overlay,256x256,500,20,500,267,8.388,53694,59.61,335.537,16.777,6.25,13,13.6,319,92.8,319,92.8,332,94.1,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/wo/cache_rast1-small/cache_rast2-small/3/7/false
localhost,m1.large,cache,Text,Weighted Overlay,1408x1408,500,20,500,52,184.754,54439,2.71,7390.174,369.509,0.29,13,12.3,7280,958.4,7280,958.4,7293,958.6,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/wo/cache_rast1-med/cache_rast2-med/3/7/false
localhost,m1.large,local,PNG,Weighted Overlay,256x256,500,20,500,0,18.157,19848500,27.54,726.296,36.315,1067.52,129,383.4,562,640.9,110,239.2,691,734.2,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/wo/local_rast1-small/local_rast2-small/3/7/true
localhost,m1.large,local,Text,Weighted Overlay,256x256,500,20,500,260,8.5,53704,58.83,339.988,16.999,6.17,13,12.7,322,100.7,322,100.7,335,99.8,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/wo/local_rast1-small/local_rast2-small/3/7/false
localhost,m1.large,local,Text,Weighted Overlay,1408x1408,500,20,500,57,186.855,54436,2.68,7474.214,373.711,0.28,14,12.7,7375,925.4,7374,925,7388,926.1,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/wo/local_rast1-med/local_rast2-med/3/7/false
localhost,m1.large,cache,PNG,Hillshade,256x256,500,20,500,0,52.392,18210500,9.54,2095.678,104.784,339.44,24,90,2045,286.5,1954,273.2,2070,303.6,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/hillshade-con/cache_rast1-small/5/true
localhost,m1.large,cache,PNG,Hillshade,256x256,500,20,500,0,44.86,17181500,11.15,1794.386,89.719,374.03,15,13.9,1754,264.1,1680,259.1,1770,262.8,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/hillshade/cache_rast1-small/5/true
localhost,m1.large,local,PNG,Hillshade,256x256,500,20,500,0,52.085,18210500,9.6,2083.394,104.17,341.44,21,64.8,2039,293.8,1946,285.2,2060,299.2,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/hillshade-con/local_rast1-small/5/true
localhost,m1.large,local,PNG,Hillshade,256x256,500,20,500,0,46.23,17181500,10.82,1849.216,92.461,362.94,16,14.7,1810,278.8,1742,271.7,1826,277.7,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/hillshade/local_rast1-small/5/true
localhost,m1.small,cache,PNG,Weighted Overlay,256x256,500,20,500,0,39.206,19848500,12.75,1568.256,78.413,494.39,39,70,1512,404.5,1344,391.6,1551,407,http://ec2-23-22-95-244.compute-1.amazonaws.com:8000/wo/cache_rast1-small/cache_rast2-small/3/7/true
localhost,m1.small,cache,Text,Weighted Overlay,256x256,500,20,500,134,38.395,54029,13.02,1535.781,76.789,1.37,22,28.6,1494,505.5,1494,505.5,1516,506,http://ec2-23-22-95-244.compute-1.amazonaws.com:8000/wo/cache_rast1-small/cache_rast2-small/3/7/false
localhost,m1.small,cache,Text,Weighted Overlay,1408x1408,500,20,500,401,785.616,54875,0.64,31424.635,1571.232,0.07,22,30.3,31046,3722.2,31042,3723.3,31068,3723.6,http://ec2-23-22-95-244.compute-1.amazonaws.com:8000/wo/cache_rast1-med/cache_rast2-med/3/7/false
localhost,m1.small,local,PNG,Weighted Overlay,256x256,500,20,500,0,39.848,19848500,12.55,1593.923,79.696,486.43,32,32.2,1545,402.7,1389,395.5,1577,401.2,http://ec2-23-22-95-244.compute-1.amazonaws.com:8000/wo/local_rast1-small/local_rast2-small/3/7/true
localhost,m1.small,local,Text,Weighted Overlay,256x256,500,20,500,133,36.665,53997,13.64,1466.583,73.329,1.44,22,30.1,1427,484.1,1426,484,1449,484.7,http://ec2-23-22-95-244.compute-1.amazonaws.com:8000/wo/local_rast1-small/local_rast2-small/3/7/false
localhost,m1.small,local,Text,Weighted Overlay,1408x1408,500,20,500,401,776.845,54873,0.64,31073.82,1553.691,0.07,24,29.5,30679,3783.8,30675,3783.3,30702,3780.4,http://ec2-23-22-95-244.compute-1.amazonaws.com:8000/wo/local_rast1-med/local_rast2-med/3/7/false
localhost,m1.small,cache,PNG,Hillshade,256x256,500,20,500,0,215.746,18210500,2.32,8629.839,431.492,82.43,32,55.1,8504,1106.4,8243,1085.1,8536,1110.8,http://ec2-23-22-95-244.compute-1.amazonaws.com:8000/hillshade-con/cache_rast1-small/5/true
localhost,m1.small,cache,PNG,Hillshade,256x256,500,20,500,0,181.624,17181500,2.75,7264.961,363.248,92.38,28,32.4,7148,1351.6,6921,1317.8,7177,1351.1,http://ec2-23-22-95-244.compute-1.amazonaws.com:8000/hillshade/cache_rast1-small/5/true
localhost,m1.small,local,PNG,Hillshade,256x256,500,20,500,0,215.008,18210500,2.33,8600.312,430.016,82.71,31,34.1,8477,1194.1,8198,1174.7,8508,1194,http://ec2-23-22-95-244.compute-1.amazonaws.com:8000/hillshade-con/local_rast1-small/5/true
localhost,m1.small,local,PNG,Hillshade,256x256,500,20,500,0,181.465,17181500,2.76,7258.601,362.93,92.46,29,35.3,7137,1323.1,6906,1307.7,7166,1326.5,http://ec2-23-22-95-244.compute-1.amazonaws.com:8000/hillshade/local_rast1-small/5/true
localhost,m1.large,cache,PNG,Weighted Overlay,256x256,500,20,500,0,17.592,19848500,28.42,703.695,35.185,1101.8,158,403,527,578.3,91,150.2,685,733.8,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/wo/cache_rast1-small/cache_rast2-small/3/7/true
localhost,m1.large,cache,Text,Weighted Overlay,256x256,500,20,500,273,8.665,53728,57.7,346.603,17.33,6.06,13,13.2,328,99.7,328,99.8,342,99.4,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/wo/cache_rast1-small/cache_rast2-small/3/7/false
localhost,m1.large,cache,Text,Weighted Overlay,1408x1408,500,20,500,46,186.221,54447,2.68,7448.854,372.443,0.29,13,12.8,7346,950.2,7345,950,7359,949.7,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/wo/cache_rast1-med/cache_rast2-med/3/7/false
localhost,m1.large,local,PNG,Weighted Overlay,256x256,500,20,500,0,17.44,19848500,28.67,697.597,34.88,1111.43,124,360.7,555,665,134,415.1,679,766.7,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/wo/local_rast1-small/local_rast2-small/3/7/true
localhost,m1.large,local,Text,Weighted Overlay,256x256,500,20,500,247,8.36,53699,59.81,334.38,16.719,6.27,13,13.4,317,279.1,317,279.1,330,279.1,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/wo/local_rast1-small/local_rast2-small/3/7/false
localhost,m1.large,local,Text,Weighted Overlay,1408x1408,500,20,500,53,185.551,54438,2.69,7422.026,371.101,0.29,14,14.4,7313,889.2,7313,889.2,7327,890.8,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/wo/local_rast1-med/local_rast2-med/3/7/false
localhost,m1.large,cache,PNG,Hillshade,256x256,500,20,500,0,52.754,18210500,9.48,2110.143,105.507,337.11,14,13,2070,273,1993,268.8,2084,272.7,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/hillshade-con/cache_rast1-small/5/true
localhost,m1.large,cache,PNG,Hillshade,256x256,500,20,500,0,45.415,17181500,11.01,1816.582,90.829,369.46,16,15.8,1776,283.2,1700,278.6,1792,283.1,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/hillshade/cache_rast1-small/5/true
localhost,m1.large,local,PNG,Hillshade,256x256,500,20,500,0,52.529,18210500,9.52,2101.144,105.057,338.55,17,17.5,2056,292.1,1968,279.1,2074,290.6,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/hillshade-con/local_rast1-small/5/true
localhost,m1.large,local,PNG,Hillshade,256x256,500,20,500,0,45.552,17181500,10.98,1822.065,91.103,368.35,16,16.7,1781,298.4,1706,295.1,1797,298.3,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/hillshade/local_rast1-small/5/true
localhost,m1.small,cache,PNG,Weighted Overlay,256x256,500,20,500,0,38.391,19848500,13.02,1535.646,76.782,504.89,37,34.1,1480,389.5,1323,390.5,1517,388,http://ec2-23-22-95-244.compute-1.amazonaws.com:8000/wo/cache_rast1-small/cache_rast2-small/3/7/true
localhost,m1.small,cache,Text,Weighted Overlay,256x256,500,20,500,143,36.732,54024,13.61,1469.279,73.464,1.44,23,29.7,1428,451,1428,451,1451,450.8,http://ec2-23-22-95-244.compute-1.amazonaws.com:8000/wo/cache_rast1-small/cache_rast2-small/3/7/false
localhost,m1.small,cache,Text,Weighted Overlay,1408x1408,500,20,500,397,787.556,54865,0.63,31502.241,1575.112,0.07,23,30.3,31116,3991.8,31115,3991.9,31139,3992.3,http://ec2-23-22-95-244.compute-1.amazonaws.com:8000/wo/cache_rast1-med/cache_rast2-med/3/7/false
localhost,m1.small,local,PNG,Weighted Overlay,256x256,500,20,500,0,39.031,19848500,12.81,1561.222,78.061,496.62,37,33.4,1504,375.1,1335,365,1541,374.9,http://ec2-23-22-95-244.compute-1.amazonaws.com:8000/wo/local_rast1-small/local_rast2-small/3/7/true
localhost,m1.small,local,Text,Weighted Overlay,256x256,500,20,500,138,37.478,54017,13.34,1499.114,74.956,1.41,23,30.8,1459,499.2,1458,497.5,1482,501,http://ec2-23-22-95-244.compute-1.amazonaws.com:8000/wo/local_rast1-small/local_rast2-small/3/7/false
localhost,m1.small,local,Text,Weighted Overlay,1408x1408,500,20,500,386,784.894,54865,0.64,31395.747,1569.787,0.07,23,28,31007,3855.2,31006,3854.4,31030,3852.6,http://ec2-23-22-95-244.compute-1.amazonaws.com:8000/wo/local_rast1-med/local_rast2-med/3/7/false
localhost,m1.small,cache,PNG,Hillshade,256x256,500,20,500,0,216.865,18210500,2.31,8674.601,433.73,82,31,34.1,8545,1174.7,8292,1137.6,8576,1174.6,http://ec2-23-22-95-244.compute-1.amazonaws.com:8000/hillshade-con/cache_rast1-small/5/true
localhost,m1.small,cache,PNG,Hillshade,256x256,500,20,500,0,180.726,17181500,2.77,7229.049,361.452,92.84,29,33.3,7117,1310.9,6888,1296.9,7145,1313.2,http://ec2-23-22-95-244.compute-1.amazonaws.com:8000/hillshade/cache_rast1-small/5/true
localhost,m1.small,local,PNG,Hillshade,256x256,500,20,500,0,217.255,18210500,2.3,8690.182,434.509,81.86,30,33.2,8562,1217.6,8284,1187.4,8592,1217.8,http://ec2-23-22-95-244.compute-1.amazonaws.com:8000/hillshade-con/local_rast1-small/5/true
localhost,m1.small,local,PNG,Hillshade,256x256,500,20,500,0,181.067,17181500,2.76,7242.668,362.133,92.67,29,34.1,7126,1311.7,6911,1299.2,7155,1311.1,http://ec2-23-22-95-244.compute-1.amazonaws.com:8000/hillshade/local_rast1-small/5/true
localhost,m1.large,cache,PNG,Weighted Overlay,256x256,500,20,500,0,17.604,19848500,28.4,704.14,35.207,1101.1,132,345.2,545,522.2,104,138.4,677,590,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/wo/cache_rast1-small/cache_rast2-small/3/7/true
localhost,m1.large,cache,Text,Weighted Overlay,256x256,500,20,500,262,8.491,53721,58.88,339.651,16.983,6.18,11,9.7,324,91.6,324,91.6,336,92,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/wo/cache_rast1-small/cache_rast2-small/3/7/false
localhost,m1.large,cache,Text,Weighted Overlay,1408x1408,500,20,500,57,187.071,54440,2.67,7482.837,374.142,0.28,14,14.3,7381,953.7,7381,953.4,7395,954.3,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/wo/cache_rast1-med/cache_rast2-med/3/7/false
localhost,m1.large,local,PNG,Weighted Overlay,256x256,500,20,500,0,18.354,19848500,27.24,734.164,36.708,1056.08,129,346.1,577,621.1,135,285.3,706,672.5,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/wo/local_rast1-small/local_rast2-small/3/7/true
localhost,m1.large,local,Text,Weighted Overlay,256x256,500,20,500,287,8.762,53745,57.07,350.463,17.523,5.99,13,12.9,333,90.6,333,90.6,346,91.3,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/wo/local_rast1-small/local_rast2-small/3/7/false
localhost,m1.large,local,Text,Weighted Overlay,1408x1408,500,20,500,67,190.038,54427,2.63,7601.503,380.075,0.28,15,15.1,7504,965.7,7504,965.6,7519,965.8,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/wo/local_rast1-med/local_rast2-med/3/7/false
localhost,m1.large,cache,PNG,Hillshade,256x256,500,20,500,0,52.89,18210500,9.45,2115.586,105.779,336.24,15,14.7,2074,287.7,1986,274.9,2089,287,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/hillshade-con/cache_rast1-small/5/true
