Server Type,Storage Type,Response Type,Test Name,Custom,Req/Connections,Connections,Completed,Failed,Total Time (s),Total transferred (bytes),req/sec,msec/req,msec/req concurrent,KB/sec,Connect mean (ms),Connect std (ms),Processing mean (ms),Processing std (ms),Waiting mean (ms),Waiting std (ms),Total mean (ms),Total std (ms),URL
m1.xlarge,cache,PNG,Hillshade,256x256,500,20,500,0,20.612,17181500,24.26,824.49,41.224,814.02,0,0.2,813,92.3,813,92.3,813,92.2,http://localhost:8000/hillshade/cache_rast1-small/5/true
m1.xlarge,local,PNG,Hillshade,256x256,500,20,500,0,23.2,18210500,21.55,928.01,46.401,766.53,0,0.1,917,89.8,917,89.7,917,89.7,http://localhost:8000/hillshade-con/local_rast1-small/5/true
m1.xlarge,local,PNG,Hillshade,256x256,500,20,500,0,20.681,17181500,24.18,827.222,41.361,811.33,0,0.1,816,88.2,816,88.2,816,88.1,http://localhost:8000/hillshade/local_rast1-small/5/true
m1.xlarge,cache,PNG,Weighted Overlay,256x256,500,20,500,0,3.602,19848500,138.81,144.082,7.204,5381.17,0,0.2,142,22.8,142,22.9,142,22.8,http://localhost:8000/wo/cache_rast1-small/cache_rast2-small/3/7/true
m1.xlarge,cache,Text,Weighted Overlay,256x256,500,20,500,64,3.607,53452,138.62,144.276,7.214,14.47,0,0.1,142,21.9,142,21.9,142,21.8,http://localhost:8000/wo/cache_rast1-small/cache_rast2-small/3/7/false
m1.xlarge,cache,Text,Weighted Overlay,1408x1408,500,20,500,72,76.897,54420,6.5,3075.892,153.795,0.69,0,0.1,3038,328.4,3038,328.4,3038,328.3,http://localhost:8000/wo/cache_rast1-med/cache_rast2-med/3/7/false
m1.xlarge,local,PNG,Weighted Overlay,256x256,500,20,500,0,3.657,19848500,136.74,146.263,7.313,5300.94,0,0.1,144,23.1,144,23.1,144,23.1,http://localhost:8000/wo/local_rast1-small/local_rast2-small/3/7/true
m1.xlarge,local,Text,Weighted Overlay,256x256,500,20,500,56,3.61,53453,138.49,144.412,7.221,14.46,0,0.1,142,22.6,142,22.6,142,22.5,http://localhost:8000/wo/local_rast1-small/local_rast2-small/3/7/false
m1.xlarge,local,Text,Weighted Overlay,1408x1408,500,20,500,52,78.347,54446,6.38,3133.876,156.694,0.68,0,0.1,3096,355.5,3095,355.5,3096,355.4,http://localhost:8000/wo/local_rast1-med/local_rast2-med/3/7/false
m1.xlarge,cache,PNG,Hillshade,256x256,500,20,500,0,23.3,18210500,21.46,932.018,46.601,763.23,0,0.2,920,91.1,920,91.1,920,91,http://localhost:8000/hillshade-con/cache_rast1-small/5/true
m1.xlarge,cache,PNG,Hillshade,256x256,500,20,500,0,20.773,17181500,24.07,830.925,41.546,807.72,0,0.1,819,95.7,818,95.7,819,95.6,http://localhost:8000/hillshade/cache_rast1-small/5/true
m1.xlarge,local,PNG,Hillshade,256x256,500,20,500,0,23.126,18210500,21.62,925.035,46.252,769,0,0.2,913,89.8,913,89.8,913,89.7,http://localhost:8000/hillshade-con/local_rast1-small/5/true
m1.xlarge,local,PNG,Hillshade,256x256,500,20,500,0,20.642,17181500,24.22,825.665,41.283,812.86,0,0.2,815,98.8,815,98.8,815,98.7,http://localhost:8000/hillshade/local_rast1-small/5/true
